stone_id,name,runic,transliteration,translation,page_url,image_url
U 497,"U 497 - Uppland: Tibble, Husby-Långhundra",,ranfast[r] · lit · agua · eli · auk · kera · bru · eftiR inkifast · faþur · sin × auk ik[i]friþi · muþur sina,"Ragnfast lät hugga hällen och göra bron efter Ingefast, sin fader, och Ingefrid, sin moder",https://www.christerhamp.se/runor/gamla/u1/u497.html,https://www.christerhamp.se/runor/gamla/u1/u497s.jpg
U 501,U 501 - Uppland: Närtuna kyrka,,sbialbuţi ' auk ' hulfr ' auk ' hulmfastr auk ' keir-... ... ...ţur sin auk sun biarn,Spjallbude och Ulv och Homlfast och Ger ... sin fader[?] och son Björn,https://www.christerhamp.se/runor/gamla/u2/u501.html,https://www.christerhamp.se/runor/gamla/u2/u501s.jpg
U 502,"U 502 - Uppland: Ingelsta, Närtuna",,ulfR × iu... (f)aþ(u)r sin × uk × bruþ-... ...- satu ...,Ulf ... sin fader och broder ... satte ...,https://www.christerhamp.se/runor/gamla/u2/u502.html,https://www.christerhamp.se/runor/gamla/u2/u502s.jpg
U 503,"U 503 - Uppland: Malmby, Närtuna",,' ernfast ' uk + ernkautr ' lata ' sunR shunar ' reisa + stein × aftR + faþur + ... kitilfast ',"Ärnfast och Ärngöt, Sigguns söner, låter resa senen efter sin fader Kättilfast",https://www.christerhamp.se/runor/gamla/u2/u503.html,https://www.christerhamp.se/runor/gamla/u2/u503s.jpg
U 504,"U 504 - Uppland: Ubby, Närtuna",,+ kitil×fastr × risti × stin + þina × iftiR × askut × faþur + sin × saR × uas × uistr × uk × ustr + kuþ ialbi × as × salu,"Kättilfast reste denna sten efter Åsgöt, sin fader. Han var västan och östan. Gud hjälpe hans själ.",https://www.christerhamp.se/runor/gamla/u2/u504.html,https://www.christerhamp.se/runor/gamla/u2/u504s.jpg
U 505,U 505 - Uppland: Kårsta kyrka,,alrikr ' lit ' rita ' stai(n) ' -k ' bro ' kiara ' iftiR ' hilha ' sun sin ' hultrikr ' auk ' auþin iftiR broþur sin suain risti,"Alrik lät resa stenen och göra bron efter Helge, sin son, Hultrik och Ödin efter sin broder. Sven ristade.",https://www.christerhamp.se/runor/gamla/u2/u505.html,https://www.christerhamp.se/runor/gamla/u2/u505s.jpg
U 507,"U 507 - Uppland: Broby, Kårsta",,...ia-t-mlR,-,https://www.christerhamp.se/runor/gamla/u2/u507.html,https://www.christerhamp.se/runor/gamla/u2/u507s.jpg
U 508,"U 508 - Uppland: Gillberga, Lövstalund, Kĺrsta",,ikiluk × uk × afriţ × ţaR × litu × risa × stin × ţina + iftiR × -a--bi-rn faţur × sin × kuţan × uk × ragni × ţu × biku × i × l----,"Ingelög och Ĺfrid de lät resa denna sten efter ...björn, sin gode fader, och Ragne. De bodde i ...",https://www.christerhamp.se/runor/gamla/u2/u508.html,https://www.christerhamp.se/runor/gamla/u2/u508s.jpg
U 509,"U 509 - Uppland: Norra Hall, Kårsta",,alkautr × lit stain ' hakua iftiR þurk(a)rR faþurR sin × auk| |kitil × bruþurR sin,"Algöt lät hugga stenen efter Torger, sin fader, och Kättil, sin broder",https://www.christerhamp.se/runor/gamla/u2/u509.html,https://www.christerhamp.se/runor/gamla/u2/u509s.jpg
U 510,"U 510 - Uppland: Mälsta, Kĺrsta",,× frystin × ţorbiurn × fasti × uiniutr × ulfr × kuntiarfr × ţaiR × bruţr × raistu × stin : at * ţorstin : faţur × sin *,"Frösten, Torbjörn, Faste, Vinjut, Ulv, Gunndjärv, de bröderna reste stenen efter Torsten, sin fader",https://www.christerhamp.se/runor/gamla/u2/u510.html,https://www.christerhamp.se/runor/gamla/u2/u510s.jpg
U 511,"U 511 - Uppland: Högsäter, Kårsta",,+ uitiarf + uk + tan ' uk * fastar * uk * halftan + lata + reisa ÷ stein ÷ aftR + fa₫ur sn ' fasta *,Vidjärv och Dan och Fastar och Halvdan låter resa stenen efter sin fader Faste,https://www.christerhamp.se/runor/gamla/u2/u511.html,https://www.christerhamp.se/runor/gamla/u2/u511s.jpg
U 513,U 513 - Uppland: Rimbo kyrka,,* anuntr * auk * airikr * auk * hakun * auk * inkuar * rais-- ... (þ)(i)(n)-(a) * (i)(f)(t)ir * raknar * bruþur sin * kuþ * hialbi ant * hans,"Anund och Erik och Håkan och Ingvar reste denna sten efter Ragnar, sin broder, Gud hjälpe hans ande.",https://www.christerhamp.se/runor/gamla/u2/u513.html,https://www.christerhamp.se/runor/gamla/u2/u513s.jpg
U 514,U 514 - Uppland: Rimbo kyrka,,+ anuntr * lit * auk * kera * bro * auk * stain riti * eftiR * ketilfast * faþur * sin * ok * farulfr *,"Anund lät också göra bron och resta stenen efter Kättilfast, sin fader, och Farulf [ lät också göra bron och resta stenen ]",https://www.christerhamp.se/runor/gamla/u2/u514.html,https://www.christerhamp.se/runor/gamla/u2/u514s.jpg
U 515,U 515 - Uppland: Rimbo kyrka,,kuni lit + stain + rita + eftiR × alfkiR faþur + sen + kuþ hialbi ant hans,"Gunne lät resa stenen till minne av Alfgeir, sin fader. Gud hjälpe hans ande",https://www.christerhamp.se/runor/gamla/u2/u515.html,https://www.christerhamp.se/runor/gamla/u2/u515s.jpg
U 517,U 517 - Uppland: Skederids kyrka,,+ a-... ... ...- + ra---u + stain + eftir haruk + bruþur + sin + in + rakn-... ... ...anta + sin + auk + at suni + ... ... ... ...ar þisi,"... reste stenen till minne av Haruk, deras broder, och Ragnhild [?] sin make och efter [deras] söner ... dessa runor",https://www.christerhamp.se/runor/gamla/u2/u517.html,https://www.christerhamp.se/runor/gamla/u2/u517s.jpg
U 519,"U 519 - Uppland: Salmunge, Skederid",,· iubrn : uk × ini : riti × iþrn : iftiR + iRbrn : faþur : isin : þuliR · iuk · runar × þisi × isi kuþ +,"Jobjörn och ... reste ... efter Gerbjörn (?), sin fader. Tolir (?) högg dessa runor ... Gud",https://www.christerhamp.se/runor/gamla/u2/u519.html,https://www.christerhamp.se/runor/gamla/u2/u519s.jpg
U 523,"U 523 - Uppland: Hammarby, Länna socken",,-,-,https://www.christerhamp.se/runor/gamla/u2/u523.html,https://www.christerhamp.se/runor/gamla/u2/u523.jpg
U 524,"U 524 - Uppland: Penningby, Länna socken",,+ kuhli (a)uk + stuţkihl + ristu + stain + oftiR +× uiţbiarn × arfa × karumbus + kuţan × uiţbiarn × iak ×,"Gulle och Stodkell reste stenen efter Vidbjörn, Krums gode arvinge. Vidbjörn högg",https://www.christerhamp.se/runor/gamla/u2/u524.html,https://www.christerhamp.se/runor/gamla/u2/u524s.jpg
U 526,U 526 - Uppland: Frötuna kyrka,,... ...iba * faþu(r) ... ... at * bonta ...,... fader ... efter make ...,https://www.christerhamp.se/runor/gamla/u2/u526.html,https://www.christerhamp.se/runor/gamla/u2/u526a.jpg
U 527,U 527 - Uppland: Frötuna kyrka,,* ayiti ... [...si] atir : fa₫u(r) ...(k) : sut : (o) : kutloti : hkni : o : syk[um : in : ur : basti] : buti : uhlmstan :,Önd reste denna sten efter sin fader ... på Gotland ... Han var den bäste bonde. Holmsten [ristade],https://www.christerhamp.se/runor/gamla/u2/u527.html,https://www.christerhamp.se/runor/gamla/u2/u527s.jpg
U 529,"U 529 - Uppland: Sika, Frötuna",,-,-,https://www.christerhamp.se/runor/gamla/u2/u529.html,https://www.christerhamp.se/runor/gamla/u2/u529s.jpg
U 530,U 530 - Uppland: Norrtälje,,[* urmi × auk × hulmuiþr × auk × hulmfastar × litu : raisa : stain : aftiR × burut : faþur : sin : kuþan *],Orme och Holmvid och Holmfast lät resa stenen efter Brodd sin gode fader,https://www.christerhamp.se/runor/gamla/u2/u530.html,https://www.christerhamp.se/runor/gamla/u2/u530s.jpg
U 532,U 532 - Uppland: Roslags-Bro kyrka,,× sigruþ + let + raisa + stain + eftiR + kara + buanta + sin + guþ + hialbi + ant + hans + þurbiur[n × sk]alt + hiuk + runaR,Sigrud lät resa stenen efter Kåre sin man. Gud hjälpe hans ande. Torbjörn skald högg runorna,https://www.christerhamp.se/runor/gamla/u2/u532.html,https://www.christerhamp.se/runor/gamla/u2/u532s.jpg
U 533,U 533 - Uppland: Roslags-Bro kyrka,,· sigruþ · lit + raisa · stain · eftir + anunt · sun · sin · han uas ' tribin + a + uirlanti,"Sigrud lät resa stenen efter Anund, sin son. Han blev dräpt i Virland.",https://www.christerhamp.se/runor/gamla/u2/u533.html,https://www.christerhamp.se/runor/gamla/u2/u533.jpg
U 534,U 534 - Uppland: Roslags-Bro kyrka,,...ki · afti · f-...,... efter ...,https://www.christerhamp.se/runor/gamla/u2/u534.html,https://www.christerhamp.se/runor/gamla/u2/LÄNKs.jpg
U 535,U 535 - Uppland: Roslags-Bro kyrka,,ha... ...,-,https://www.christerhamp.se/runor/gamla/u2/u535.html,https://www.christerhamp.se/runor/gamla/u2/u535s.jpg
U 536,U 536 - Uppland: Roslags-Bro kyrka,,... ...- kun(b)(a)... ...,... Gunbjörn ...,https://www.christerhamp.se/runor/gamla/u2/u536.html,https://www.christerhamp.se/runor/gamla/u2/u536s.jpg
U 539,U 539 - Uppland: Husby-Sjuhundra kyrka,,tiarfR × uki × urika × uk ' uiki × uk × iukiR × uk × kiRialmR × þiR bryþr × aliR × litu × risa × stin þina × iftiR × suin × bruþur × sin × saR × uarþ × tuþr a × iut(l)ati × on skulti fara × til × iklanþs × kuþ × ialbi × (o)ns × at uk salu × uk| ×| kus muþiR × betr × þan an karþi til,"Djärv och Orökja och Vige och Joger och Gerhjälm, alla dessa bröder lät resa denna sten efter Sven, sin broder. Han blev död på Jylland. Han skulle fara till England. Gud och Guds moder hjälpe hans själ bättre än han förtjänade.",https://www.christerhamp.se/runor/gamla/u2/u539.html,https://www.christerhamp.se/runor/gamla/u2/u539s.jpg
U 540,U 540 - Uppland: Husby-Sjuhundra kyrka,,airikr ' auk hokun ' auk inkuar aukk rahn[ilt]r ' þou h--... ... ...-R ' -na hon uarþ [tau]þ(r) [a] kriklati ' kuþ hialbi hons| |salu| |uk| |kuþs muþi(R),"Erik och Håkon och Ingvar och Ragnhild, de ... Han blev död i Grekland. Gud och Guds moder hjälpe hans själ",https://www.christerhamp.se/runor/gamla/u2/u540.html,https://www.christerhamp.se/runor/gamla/u2/u540s.jpg
U 541,U 541 - Uppland: Husby-Sjuhundra kyrka,,iar likr ' serifr ' broþir ' þ-... ... in ' ybir risti ru-iR,"Här ligger Sigrev, broder till ... och Öpir ristade runorna",https://www.christerhamp.se/runor/gamla/u2/u541.html,https://www.christerhamp.se/runor/gamla/u2/u541s.jpg
U 544,U 544 - Uppland: Husby-Sjuhundra kyrka,,hultur ' ba₫ ' ybiR rista runa ₫isa,Hulte bad Öpir rista dessa runor,https://www.christerhamp.se/runor/gamla/u2/u544.html,https://www.christerhamp.se/runor/gamla/u2/u544s.jpg
U 545,U 545 - Uppland: Husby-Sjuhundra kyrka,,* kunilr * lit * rita * staina * ef... ...r - buana * s-n * ok * siri(ţ) fa-ur * sin,"Gunhild lät resa stenarna efter ... sin man, och Sigrid [efter] sin fader",https://www.christerhamp.se/runor/gamla/u2/u545.html,https://www.christerhamp.se/runor/gamla/u2/u545s.jpg
U 546,U 546 - Uppland: Husby-Sjuhundra kyrka,,ahni * ok * au(±)ulfr * auk * suni * litu * rita * st(a)...(a) * e...-R ...(b)(i)arn * fa±ur * ...n,"Agne och Audulf och Sone lðt resa dessa stenar till minne av ...-bj—rn, deras fader",https://www.christerhamp.se/runor/gamla/u2/u546.html,https://www.christerhamp.se/runor/gamla/u2/u546.jpg
U 547,U 547 - Uppland: Husby-Sjuhundra kyrka,,* ioan * li(t) ... ...(t) * þeira *,Johan lät ... deras,https://www.christerhamp.se/runor/gamla/u2/u547.html,https://www.christerhamp.se/runor/gamla/u2/u547s.jpg
U 548,U 548 - Uppland: Husby-Sjuhundra kyrka,,-,-,https://www.christerhamp.se/runor/gamla/u2/u548.html,https://www.christerhamp.se/runor/gamla/u2/u548s.jpg
U 549,U 549 - Uppland: Husby-Sjuhundra kyrka,,"...--uita + staina ' i-...
...snur ' -...
...- * mer-... ... (b)ro(■)-... ...
... ...u ¸ kia(r)... ...","U 549
U 552
U 555
U FV1979;244A",https://www.christerhamp.se/runor/gamla/u2/u549.html,https://www.christerhamp.se/runor/gamla/u2/u549.jpg
U 550,U 550 - Uppland: Husby-Sjuhundra kyrka,,"... ...ina * e---R * siref * f(a)... ...
... ...-in * k... ...
... [efti](R) brun...
... (k)unuata- ...","U 550
U FV1967;265
U FV1979;243A
U FV1979;243B",https://www.christerhamp.se/runor/gamla/u2/u550.html,https://www.christerhamp.se/runor/gamla/u2/u550.jpg
U 558,U 558 - Uppland: Husby-Sjuhundra kyrka,,kuþ + hialbi + auk + mar-a + ant + sib- ... -uk + rakn-...s + auk + haruks + auk + gyriþaR,"Gud hjälpe, och Maria, Sibbas [?] ande ... och Ragn ... och Haruks och Gyrids",https://www.christerhamp.se/runor/gamla/u2/u558.html,https://www.christerhamp.se/runor/gamla/u2/u558s.jpg
U 559,U 559 - Uppland: Malsta kyrka,,ihar · likr · snaybiarn · s(u)(n) · ansuars ' kuþ hialbi ant,"Här ligger Snöbjörn, Andsvars son. Gud hjälpe anden",https://www.christerhamp.se/runor/gamla/u2/u559.html,https://www.christerhamp.se/runor/gamla/u2/u559s.jpg
U 560,U 560 - Uppland: Malsta kyrka,,hulfr · uk · uþulfr ' li(t)... ...,Ulv och Ödulv lät ...,https://www.christerhamp.se/runor/gamla/u2/u560.html,https://www.christerhamp.se/runor/gamla/u2/u560s.jpg
U 561,U 561 - Uppland: Malsta kyrka,,...- (r)(u)anm,... runorna,https://www.christerhamp.se/runor/gamla/u2/u561.html,https://www.christerhamp.se/runor/gamla/u2/u561s.jpg
U 562,U 562 - Uppland: Malsta kyrka,,... ...(r)semni ' fa-... ...,... Karlsämne fader ...,https://www.christerhamp.se/runor/gamla/u2/u562.html,https://www.christerhamp.se/runor/gamla/u2/u562s.jpg
U 563,U 563 - Uppland: Malsta kyrka,,...(r) ' litu ' ...,... lät ...,https://www.christerhamp.se/runor/gamla/u2/u563.html,https://www.christerhamp.se/runor/gamla/u2/u563s.jpg
U 564,U 564 - Uppland: Malsta kyrka,,-,-,https://www.christerhamp.se/runor/gamla/u2/u564.html,https://www.christerhamp.se/runor/gamla/u2/u564s.jpg
U 567,U 567 - Uppland: Lohärads kyrka,,(a)nutr * au(k) * sai(n) [* auk × irbiarn × a]uk * hahuRþr,Anund och Sven [?] och Ärnbjörn och Hägvid,https://www.christerhamp.se/runor/gamla/u2/u567.html,https://www.christerhamp.se/runor/gamla/u2/u567s.jpg
U 572,"U 572 - Uppland: Kragsta, Lohärad",,...(l)auh * lit bro ' kera ' stain ' rita * eftiR * ioan * buanda * sin * ok * kunar * ok * ali * (e)ftiR * boţor * sin,"... -lög lät göra bron och resa stenen efter Johan, sin make, och Gunnar och Ale efter sin broder.",https://www.christerhamp.se/runor/gamla/u2/u572.html,https://www.christerhamp.se/runor/gamla/u2/u572.jpg
U 573,"U 573 - Uppland: Kragsta, Lohärad",,alfkautr * (a)(u)(k) * uRhtafr * lRtu * rasa * stain * at * faþur * san * uRiha *,Alvgöt och Vigdjärv lät resa stenen efter sin fader Vige,https://www.christerhamp.se/runor/gamla/u2/u573.html,https://www.christerhamp.se/runor/gamla/u2/u573s.jpg
U 574,U 574 - Uppland: Estuna kyrka,,+ orikia × auk + (þ)(u)-- ---(u) + raisa × ... ...rkiþi × mart a stai... ...(a)-m,Orökja och Tora lät resa [stenen] ... ristade mycket på stenen,https://www.christerhamp.se/runor/gamla/u2/u574.html,https://www.christerhamp.se/runor/gamla/u2/u574s.jpg
U 575,U 575 - Uppland: Estuna kyrka,,... ...rauþur : sain : auk : ... ...noar * at * ... ...-(t)ar : uini(u)... ...y-...,... sin broder och ... efter ... Vinjut ...,https://www.christerhamp.se/runor/gamla/u2/u575.html,https://www.christerhamp.se/runor/gamla/u2/u575.jpg
U 576,U 576 - Uppland: Estuna kyrka,,...þbiarn + (a)... ... at + (m)...,... -björn och ... efter ...,https://www.christerhamp.se/runor/gamla/u2/u576.html,https://www.christerhamp.se/runor/gamla/u2/u576s.jpg
U 583,"U 583 - Uppland: S:t Karls ruin, S—derby-Karls socken",,... ...in æ ±i...a æ eftiR æ -...,... denna sten efter ...,https://www.christerhamp.se/runor/gamla/u2/u583.html,https://www.christerhamp.se/runor/gamla/u2/u583.jpg
U 586,"U 586 - Uppland: Bro, Edsbro",,æ kunbirn æ uk æ osbirn æ uk æ [sikuatr * ±iR æ lit](u) [æ] (r)(i)sa æ s[t](i)(n) æ [±in]a æ iftiR æ t(u)ka æ fa±ur sin æ ku[±](a)(n) æ ku(±) ial(b)[i æ ans æ -]t uk æ salu bitr æ ±an æ an æ kar±i æ til æ ulmæf(r)[i](R) lit æ kra br(u),"Gunnbj—rn och Asbj—rn och Sigvat de lðt resa denna sten efter Toke, sin gode fader. Gud hjðlpe hans ande och sjðl bðttre ðn han f—rtjðnade. Holmfrid lðt g—ra bron",https://www.christerhamp.se/runor/gamla/u2/u586.html,https://www.christerhamp.se/runor/gamla/u2/u586.jpg
U 591,"U 591 - Uppland: Burvik, Knutby",,...k · a^uk ...,... och ...,https://www.christerhamp.se/runor/gamla/u2/u591.html,https://www.christerhamp.se/runor/gamla/u2/u591s.jpg
U 595 M,"U 595 M - Uppland: Hargs skog, Hargs socken",,kuþlef * uk * sihuiþr : altulfs=rf * s * a=rfæi- * litu * hakua * sten * æftir : faþur : sin : ok : sihbo=rh mo=þo=r : hans :,"Gudlev och Sigvid, Adulfs arvingar, lät hugga stenen efter sin fader Sigborg, hans moder",https://www.christerhamp.se/runor/gamla/u2/u595.html,https://www.christerhamp.se/runor/gamla/u2/u595s.jpg
U 597,"U 597 - Uppland: Prästgården, Hökhuvud",,aterfr * ... [* fuluki * lit(u)] * res... ... * eftiR * uiterf ' faþur [sin ...arm(i)lr * fals]...,"Ådjärv och Fulluge lät resa stenen efter Vidjärv, sin fader ...",https://www.christerhamp.se/runor/gamla/u2/u597.html,https://www.christerhamp.se/runor/gamla/u2/u597s.jpg
U 598,"U 598 - Uppland: Borggĺrde, Hökhuvud",,raskuiţr × lit ' akua sta(i)(n) -- kum[i] litu × risa ' stain ' aftiR ' broţur ' sin × inkibiarn [o](ţ)munt ' risti ' runa,Raskvid lät hugga stenen. Han och Gumme lät resa stenen efter sin broder Ingebjörn. Ödmund ristade runorna.,https://www.christerhamp.se/runor/gamla/u2/u598.html,https://www.christerhamp.se/runor/gamla/u2/u598s.jpg
U 599,"U 599 - Uppland: Hanunda, Hökhuvud",,orniutr × ak × uihniutr × ak × s(i)ihniutr × ţiR l(i)tu rasa stan ţinsa aft-(R) ...(m) × faţur sin × ţurfostr × hriti runoR,Arnnjut och Vignjut och Sigbnjut de lät resa denna sten efter ... sin fader. Torfast ristade runorna.,https://www.christerhamp.se/runor/gamla/u2/u599.html,https://www.christerhamp.se/runor/gamla/u2/u599s.jpg
U 600,"U 600 - Uppland: Sund, Börstil",,gaiRilt(r) * lit * mirki * at * sbaraka * sun * sin,"Gerhild lät [göra] minesmärket åt Sprake, sin son",https://www.christerhamp.se/runor/gamla/u2/u600.html,https://www.christerhamp.se/runor/gamla/u2/u600s.jpg
U 602,U 602 - Uppland: Valö kyrka,,...isu × si-(r)a₫u- × ...k × -...r × --raki(m)(₫)... ...ima × sim-- × ₫ia- × -...,-,https://www.christerhamp.se/runor/gamla/u2/u602.html,https://www.christerhamp.se/runor/gamla/u2/u602s.jpg
U 604,"U 604 - Uppland: Stäket, Stockholms-Näs",,huli * lit * stain * hkua * auk * þaiR * -... ... iftiR * krok * broþur sin * a-...,"Huli lät hugga stenen och de ... efter Krok, sin broder ...",https://www.christerhamp.se/runor/gamla/u2/u604.html,https://www.christerhamp.se/runor/gamla/u2/u604s.jpg
U 608,"U 608 - Uppland: Prästgården, Västra Ryd",,... ...[kulbi](u)rn ' kuihulfr ' þiR [b]ruþr al[iR lit]u [rita] stai(n)[o] (s)uniR siriþaR ...,"... Igulbjörn, Kvigulv, alla dessa bröder lät resa stenarna. Sigrids söner ...",https://www.christerhamp.se/runor/gamla/u2/u608.html,https://www.christerhamp.se/runor/gamla/u2/u608s.jpg
U 610,"U 610 - Uppland: Granhammar, Västra Ryd",,[... ...(t)i : stin þa](n)a : eft : as[kut : sun sin : trik : h... ...],"... reste denna sten efter Åsgöt, sin son, en mycket god man ...",https://www.christerhamp.se/runor/gamla/u2/u610.html,https://www.christerhamp.se/runor/gamla/u2/u610s.jpg
U 611,"U 611 - Uppland: Tibble (Granhammar), Västra Ryd",ᛒᛁᚢᚱᚾ ᛬ ᛅᚢᚴ ᛬ ᛋᛏᚾᚠᚱᛁᚦ ᛬ ᛚᛁᛏᚢ ᛬ ᛅᚱᛁᛋᛅ ᛋ--ᚾ ᛬ ᛅᚠᛏᛁ ᛬ᚴᛁᛋᛁᛚᛅ ᛬ ᚼᛅᚾ ᛬ ᚢᛏᛁ ᛬ ᚠᛁᛅᛚ ᛬ ᛁ ᛚᛁᚦᛁ ᛬ ᚠᚱᛂᚴᛁᛋ ᛫,biurn : auk : stnfriþ : litu : arisa s--n : afti : kisila : han : uti : fial : i liþi : frekis *,Björn och Stenfrid lät resa stenen efter Gisle. Han föll ute i Frögers följe.,https://www.christerhamp.se/runor/gamla/u2/u611.html,https://www.christerhamp.se/runor/gamla/u2/u611s.jpg
U 612,"U 612 - Uppland: Tibble (Granhammar), Västra Ryd",,-,-,https://www.christerhamp.se/runor/gamla/u2/u612.html,https://www.christerhamp.se/runor/gamla/u2/u612.jpg
U 613,"U 613 - Uppland: Torsätra, Västra Ryd",,+ una + lit + reisa + ţinsa + stein + aftR + sun sin + istin sum + to + i hoita+uaţum + kuţ hialbi + salu hans ÷,"Unna lät resa denna sten efter sin son Östen, som dog i vita vader. Gud hjäple hans själ.",https://www.christerhamp.se/runor/gamla/u2/u613.html,https://www.christerhamp.se/runor/gamla/u2/u613s.jpg
U 614,"U 614 - Uppland: Torsätra, Västra Ryd",,* skuli * auk * folki * lata * reisa * ţinsa * stein * iftR * broţur * sin * husbiorn * hn us| |siok * uti * ţa ţiR * kialt * toku * a kutlanti *,Skule och Folke lät resa denna sten efter sin broder Husbjörn. Han var sjuk ute dĺ de tog gäld pĺ Gotland,https://www.christerhamp.se/runor/gamla/u2/u614.html,https://www.christerhamp.se/runor/gamla/u2/u614s.jpg
U 616,"U 616 - Uppland: Tång, Västra Ryd",,fir--(r)iui : lit rita * kuml : yfitiRr : fnþur : sih : baosa : auk : boruþur : kuru- * kuþ hi=a=l-... * ul kuru -ial uti * a| |akla--,... lät resa kumlet efter sin fader Bause och broder ... Gud hjälpe ... föll ute i England,https://www.christerhamp.se/runor/gamla/u2/u616.html,https://www.christerhamp.se/runor/gamla/u2/u616s.jpg
U 617,U 617 - Uppland: Bro kyrka,,kinluk × hulmkis × tutiR × systiR × sukruþaR × auk × þaiRa × kaus × aun × lit × keara × bru × þesi × auk × raisa × stain × þina × eftiR × asur × bunta * sin × sun × hakunaR × iarls × saR × uaR × uikika × uaurþr × miþ × kaeti × kuþ × ialbi × ans × nu × aut × uk × salu,"Ginnlög, Holmgers dotter, syster till Sygröd och till Göt, hon lät göra denna bro och resa denna sten efter Assur, sin man, son till Håkon jarl. Han var landsvärnare mot vikingar med Geter [?]. Gud hjälpe nu hans ande och själ",https://www.christerhamp.se/runor/gamla/u2/u617.html,https://www.christerhamp.se/runor/gamla/u2/u617s.jpg
U 618,U 618 - Uppland: Bro kyrka,,[in]riþr ' uk ' kyriþ ' lito ' rita ' st[a]in * af[t]iR ' [k](l)[em](i)t ' fa[þur * si]n ku ' inkik[h]r [*  bo]an[ta sin],"Ingrid och Gyrid lät resa stenen efter Klemet, deras fader, och Ingegerd efter sin man",https://www.christerhamp.se/runor/gamla/u2/u618.html,https://www.christerhamp.se/runor/gamla/u2/u618s.jpg
U 619,U 619 - Uppland: Bro kyrka,,...i + rauţr h[aki] ... ţisa * meki * eftiR * ky...,... Raud högg ... dessa minnesmärken efter ...,https://www.christerhamp.se/runor/gamla/u2/u619.html,https://www.christerhamp.se/runor/gamla/u2/u619s.jpg
U 620,"U 620 - Uppland: Finnsta, Bro",,kunar : auk : ihul : l(t)(u) * -... ... ...-uþr : sn kml : kþ : hulbi : ant : h-s : auk : kus mþR frmn : slknasma : k...-n tuþan : uin *,Gunnar och Igul lät ... kumlet sin broder. Gud och Guds moder hjälpe hans ande ... döde vän [?],https://www.christerhamp.se/runor/gamla/u2/u620.html,https://www.christerhamp.se/runor/gamla/u2/u620s.jpg
U 621,"U 621 - Uppland: Härnevi, Bro",,' abiun + auk + sibiun [auk * kunhiltr * litu risa * þina * stin * aftR * faþur * sin * auk * en * aftR bunta sin usur],Åbjörn och Sigbjörn och Gunhild lät resa denna sten efter sin fader och och hon efter sin man Asur,https://www.christerhamp.se/runor/gamla/u2/u621.html,https://www.christerhamp.se/runor/gamla/u2/u621s.jpg
U 622,"U 622 - Uppland: Härnevi, Bro",,' kunhi... ... eft[i]R ' sun sn * hursefn(i) * [auk *] oithafþ[a] uþ --b uil,Gunhild ... efter sin son Horsefni [?] och Vithövde. Gud hjälpe ...,https://www.christerhamp.se/runor/gamla/u2/u622.html,https://www.christerhamp.se/runor/gamla/u2/u622s.jpg
U 623,"U 623 - Uppland: Jursta, Bro",,kuriþ * auk ' sikuiþr ' auk sikfast ' raistu ' stin ' aftiR ' uifast ' faþur ' sin ',"Gyrid och Sigvid och Sigfast reste stenen efter Vifast, deras fader",https://www.christerhamp.se/runor/gamla/u2/u623.html,https://www.christerhamp.se/runor/gamla/u2/u623s.jpg
U 624,"U 624 - Uppland: Ullvi (Toresta), Bro",,+ suain + auk + biarn × auk × ikulfastr × litu × raisa × stin × eftiR × ikul × faþur × sin ×,"Sven och Björn och Igulfast lät resa stenen efter Igul, deras fader",https://www.christerhamp.se/runor/gamla/u2/u624.html,https://www.christerhamp.se/runor/gamla/u2/u624s.jpg
U 625,"U 625 - Uppland: Välla tä, Bro",,-...--...r × auk × kulifr × au(k) (×) bi--- ... ...--(r) × litu × r(a)... ... -in ×,... och Gulleif och Björn ... lät resa ... deras ...,https://www.christerhamp.se/runor/gamla/u2/u625.html,https://www.christerhamp.se/runor/gamla/u2/u625s.jpg
U 631,U 631 - Uppland: Kalmar kyrka,,-,-,https://www.christerhamp.se/runor/gamla/u2/u631-1.html,https://www.christerhamp.se/runor/gamla/u2/u631-1.jpg
U 632,U 632 - Uppland: Kalmar kyrka,,...i ' o- ...inbiorn ... ... ...-oþ-r ' sin ' syhsa,... och Stenbjörn (?) ... efter sin broder Syhsa,https://www.christerhamp.se/runor/gamla/u2/u632.html,https://www.christerhamp.se/runor/gamla/u2/u632s.jpg
U 633,"U 633 - Uppland: Broby, Kalmar",,...kifa × lit × raisa × stain × eftiR × ulfkitil × bonta × sin han × u(a)R × faþiR ' sikr...,"... lät resa stenen efter Ulfkättil, sin man. Han var fader till Sig ...",https://www.christerhamp.se/runor/gamla/u2/u633.html,https://www.christerhamp.se/runor/gamla/u2/u633s.jpg
U 635,"U 635 - Uppland: Låddersta, Kalmar",,r[ol]u[fr × auk × arnfastr] × auk × arfastr × auk × arni × ra(i)[s](t)u × stin × [a]t × [kura-]a × [fa]þu... ...,Rolf och Arnfast och Arfast och Arne reste stenen efter ... deras fader,https://www.christerhamp.se/runor/gamla/u2/u635.html,https://www.christerhamp.se/runor/gamla/u2/u635s.jpg
